"characters/characterName","characters/characterLink","characters/actorName","characters/actorLink","characters/houseName/0","characters/royal","characters/parents/0","characters/parents/1","characters/siblings/0","characters/siblings/1","characters/killedBy/0","characters/characterImageThumb","characters/characterImageFull","characters/nickname","characters/killed/0","characters/killed/1","characters/servedBy/0","characters/servedBy/1","characters/parentOf/0","characters/parentOf/1","characters/parentOf/2","characters/marriedEngaged/0","characters/serves/0","characters/kingsguard","characters/killedBy/1","characters/siblings/2","characters/siblings/3","characters/killed/2","characters/killed/3","characters/killed/4","characters/killed/5","characters/killed/6","characters/killed/7","characters/killed/8","characters/killed/9","characters/killed/10","characters/killed/11","characters/killed/12","characters/killed/13","characters/guardedBy/0","characters/actors/0/actorName","characters/actors/0/actorLink","characters/actors/0/seasonsActive/0","characters/actors/1/actorName","characters/actors/1/actorLink","characters/actors/1/seasonsActive/0","characters/actors/0/seasonsActive/1","characters/actors/0/seasonsActive/2","characters/actors/0/seasonsActive/3","characters/serves/1","characters/serves/2","characters/serves/3","characters/houseName/1","characters/parentOf/3","characters/parentOf/4","characters/marriedEngaged/1","characters/actors/1/seasonsActive/1","characters/actors/1/seasonsActive/2","characters/killed/14","characters/killed/15","characters/servedBy/2","characters/servedBy/3","characters/servedBy/4","characters/servedBy/5","characters/guardedBy/1","characters/guardedBy/2","characters/guardianOf/0","characters/allies/0","characters/allies/1","characters/siblings/4","characters/killedBy/2","characters/actors/2/actorName","characters/actors/2/actorLink","characters/actors/2/seasonsActive/0","characters/actors/2/seasonsActive/1","characters/actors/2/seasonsActive/2","characters/actors/2/seasonsActive/3","characters/actors/2/seasonsActive/4","characters/guardianOf/1","characters/guardianOf/2","characters/parents/2","characters/killedBy/3","characters/abductedBy/0","characters/marriedEngaged/2","characters/abducted/0","characters/sibling/0","characters/sibling/1","characters/allies/2"
Thin Man,/character/ch0540863/,Oengus MacNamara,/name/nm0534062/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Thoros of Myr,/character/ch0316927/,Paul Kaye,/name/nm0443373/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzc0MDUzNF5BMl5BanBnXkFtZTcwMDc1NzE5OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzc0MDUzNF5BMl5BanBnXkFtZTcwMDc1NzE5OQ@@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Three-Eyed Raven,/character/ch0414457/,"","","",false,"","","","",The Night King,https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","",Struan Rodger,/name/nm0734654/,4,Max von Sydow,/name/nm0001884/,6,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Timett,/character/ch0305004/,Tobias Winter,/name/nm4385245/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjU1NzA1NF5BMl5BanBnXkFtZTcwOTA2Nzk1NQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjU1NzA1NF5BMl5BanBnXkFtZTcwOTA2Nzk1NQ@@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tobho Mott,/character/ch0305039/,Andrew Wilde,/name/nm0928408/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Todder,/character/ch0509452/,Will O'Connell,/name/nm3727276/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tommen Baratheon,/character/ch0256424/,"","",Baratheon,true,Robert Baratheon,Cersei Lannister,Joffrey Baratheon,Myrcella Baratheon,Tommen Baratheon,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Tommen Baratheon,"","","","","","",Margaery Tyrell,"",false,"","","","","","","","","","","","","","","","",Callum Wharry,/name/nm4422626/,1,Dean-Charles Chapman,/name/nm2835616/,4,2,,,"","","","","","","",5,6,"","","","","","","","","","","","","","","",,,,,,"","",Jaime Lannister,"","","","","","",""
Tormund Giantsbane,/character/ch0316925/,Kristofer Hivju,/name/nm1970465/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1_SY1000_CR0,0,717,1000_AL_.jpg","",Rattleshirt,Smalljon Umber,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Trystane Martell,/character/ch0506400/,Toby Sebastian,/name/nm4514519/,Martell,false,Doran Martell,"","","",Obara Sand,https://images-na.ssl-images-amazon.com/images/M/MV5BYTBkMjZhMjItN2QwYS00MTg2LTg2YzMtNWJiYjBiYmVkMDk3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTBkMjZhMjItN2QwYS00MTg2LTg2YzMtNWJiYjBiYmVkMDk3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","",Myrcella Baratheon,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tycho Nestoris,/character/ch0468190/,Mark Gatiss,/name/nm0309693/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BOTFjYWJjZTEtM2Y1Zi00YzE0LTkzOTItZGZkNzM2YjBiNjg5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTFjYWJjZTEtM2Y1Zi00YzE0LTkzOTItZGZkNzM2YjBiNjg5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tyene Sand,/character/ch0468075/,Rosabell Laurenti Sellers,/name/nm3065809/,Martell,false,Oberyn Martell,Ellaria Sand,"","",Cersei Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Areo Hotah,Maester Caleotte,"","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tyrion Lannister,/character/ch0146096/,Peter Dinklage,/name/nm0227759/,Lannister,false,Tywin Lannister,"",Cersei Lannister,Jaime Lannister,"",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1_SX1500_CR0,0,1500,999_AL_.jpg","",Shae,Tywin Lannister,"","","","","",Sansa Stark,Daenerys Targaryen,false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Tywin Lannister,/character/ch0242185/,Charles Dance,/name/nm0001097/,Lannister,false,"","","","",Tyrion Lannister,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1_.jpg,"","","",Gregor Clegane,"",Jaime Lannister,Cersei Lannister,Tyrion Lannister,"","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","",Robert Baratheon,"","","","","",,,,,,"","","","","","","","","",""
Vala,/character/ch0539344/,Meena Rayann,/name/nm5159884/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiYzllYjMtMGJmNC00NWIwLWIwMzEtOTM1Mjk4ZTkxZDM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiYzllYjMtMGJmNC00NWIwLWIwMzEtOTM1Mjk4ZTkxZDM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Vardis Egen,/character/ch0294458/,Brendan McCormack,/name/nm1788152/,"",false,"","","","",Bronn,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Varly,/character/ch0379226/,Graham Charles,/name/nm1378721/,"",false,"","","","",Goldcloak,"","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Viserion,"","","",Targaryen,false,"","",Drogon,Rhaegal,The Night King,"","","",Pyat Pree,Great Master #1,"","","","","","","",false,Arya Stark,"","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","",Daenerys Targaryen,"","","","","","",,,,,,"","","","","","","","","",""
Viserys Targaryen,/character/ch0155775/,Harry Lloyd,/name/nm0516003/,Targaryen,true,Rhaella Targaryen,Aerys II Targaryen,Daenerys Targaryen,Rhaegar Targaryen,Khal Drogo,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Walda Bolton,/character/ch0506401/,Elizabeth Webster,/name/nm3531913/,Bolton,false,"","","","",Ramsay Snow's Hounds,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","",Roose Bolton,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","",Frey,"","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Walder Frey,/character/ch0305328/,David Bradley,/name/nm0103195/,Frey,false,"","","","",Arya Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","",Black Walder Rivers,Lothar Frey,Roslin Frey,Joyeuse Erenford,"",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","",Ryger Rivers,"",Kitty Frey,,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wallen,"",Barry O'Connor,"","",false,"","","","",Robb Stark,"","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Warlock,/character/ch0539881/,Lottie Steer,/name/nm5390029/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NjExMGMtYjJlOC00MWI4LTg5MTgtYTIzZTgxZjc2NDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NjExMGMtYjJlOC00MWI4LTg5MTgtYTIzZTgxZjc2NDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Waymar Royce,/character/ch0171390/,Rob Ostlere,/name/nm3209935/,"",false,Yohn Royce,"","","",White Walker,https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wedding Band,/character/ch0506962/,Sigur Rós,/name/nm1460176/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
White Walker,/character/ch0304921/,Ian Whyte,/name/nm1613839/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
White Walker,/character/ch0304921/,Ross Mullan,/name/nm1368643/,"",false,"","","","",Samwell Tarly,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
White Walker,/character/ch0304921/,Tim Loane,/name/nm0516385/,"",false,"","","","",Jon Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"",Loboda,"","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
White Walker #2,/character/ch0304921/,Spencer Wilding,/name/nm1872855/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wight Wildling Girl,/character/ch0305043/,Claire Wright,/name/nm4422708/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg0OTdiOTYtNjBlYS00ZjI1LWEzMTAtODExOWRhNDZhMWNhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wildling Rioter,/character/ch0348391/,Michael Patrick,/name/nm8199963/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Will,/character/ch0171394/,Bronson Webb,/name/nm0916037/,"",false,"","","","",Eddard Stark,https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlMDJhMmUtNzFlYS00ZTI1LWI5MjUtYmZkNTRlNmZmYzJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlMDJhMmUtNzFlYS00ZTI1LWI5MjUtYmZkNTRlNmZmYzJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Willem Lannister,/character/ch0395356/,Timothy Gibbons,/name/nm5624523/,Lannister,false,Kevan Lannister,"",Lancel Lannister,Martyn Lannister,Rickard Karstark,"","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Willis Wode,/character/ch0305315/,Ryan McKenna,/name/nm4416560/,"",false,"","","","",Mountain Clansman,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wine Merchant,/character/ch0305323/,Simon Lowe,/name/nm0523047/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Winterfell Shepherd,/character/ch0306456/,Donagh Deeney,/name/nm0214343/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wun Wun,/character/ch0524621/,Ian Whyte,/name/nm1613839/,"",false,"","","","",Ramsay Snow,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFjMTczNTQtNzE5MC00ZTI1LWI0ZGMtMTA4NGU2ZGQ5ZjRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,"",Lyanna Mormont,"","","","","","","","",false,Lyanna Mormont,"","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Wyllis,/character/ch0238584/,Sam Coleman,/name/nm4744043/,"",false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Xaro Xhoan Daxos,/character/ch0303950/,Nonso Anozie,/name/nm1996829/,"",false,"","","","",Daenerys Targaryen,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTA5NDA3NF5BMl5BanBnXkFtZTcwNzY2NDg1Nw@@._V1_SY1000_CR0,0,666,1000_AL_.jpg","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Yara Greyjoy,/character/ch0300217/,Gemma Whelan,/name/nm2247629/,Greyjoy,false,Balon Greyjoy,"",Theon Greyjoy,"","",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzU5ODk0MV5BMl5BanBnXkFtZTcwMzEyNDY2OQ@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Yezzan zo Qaggaz,/character/ch0470706/,Enzo Cilenti,/name/nm0162281/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BZDgyOTFhMzktNWE5MS00YTY3LTk0YTYtMjkyMjFkODIxOTJiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgyOTFhMzktNWE5MS00YTY3LTk0YTYtMjkyMjFkODIxOTJiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Ygritte,/character/ch0304492/,Rose Leslie,/name/nm3310211/,"",false,"","","","",Olly,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDA1Njk3Nl5BMl5BanBnXkFtZTcwOTQ2NDk4OQ@@._V1_SY1000_CR0,0,724,1000_AL_.jpg","",Old Man,Guymon,"","","","","",Jon Snow,"",false,"","","",Mole's Town Whore,Pypar,"","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Yohn Royce,/character/ch0524546/,Rupert Vansittart,/name/nm0889338/,"",false,"","","","","",https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjgwNDc4NGQtMmQyMS00YjMyLWFhZWUtZmM0MjRkYmNmNGExXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","",Waymar Royce,"","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Yoren,/character/ch0251493/,Francis Magee,/name/nm0535837/,"",false,"","","","",Amory Lorch,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjZWMwZWItYTdlNi00N2RmLWFlYjQtZTZlYTIxYTRkMWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,"","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
Young Benjen Stark,/character/ch0153996/,Matteo Elezi,/name/nm5502295/,Stark,false,"","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","",,"","",,,,,"","","","","","","",,,"","","","","","","","","","","","","","","",,,,,,"","","","","","","","","",""
